Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,Positive Flag,Class Active,Avg Count,Min Count,Max Count,20220412_209753990323_F12-82408-6_05.RCC,20220412_209753990323_F13-28768-1_02.RCC ,20220412_209753990323_F13-78109-1_09.RCC ,20220412_209753990323_F13-82836-4_04.RCC,20220412_209753990323_F14-08645-3_01.RCC,20220412_209753990323_F14-10362-3_03.RCC,20220412_209753990323_F15-41499-1_10.RCC,20220412_209753990323_F15-85066-4_06.RCC,20220412_209753990323_F16-0040-1_11.RCC,20220412_209753990323_F16-5220-1_08.RCC,20220412_209753990323_PanelStandard1-4745958_12.RCC,20220412_209753990323_f14-07689-1_07.RCC,20220421_209754330323_089-62574_11.RCC,20220421_209754330323_089-79521_10.RCC,20220421_209754330323_F16-2154-3_12.RCC,20220421_209754330323_F18-16288-6-8_04.RCC,20220421_209754330323_F18-32890-3-4_03.RCC,20220421_209754330323_F19-48098-1-2_02.RCC,20220421_209754330323_F19-48476-1-2_01.RCC ,20220421_209754330323_PanelStandard1-4762199_05.RCC 
MASP2,,XM_544572.7,XM_544572.7:1800,Endogenous,mRNA,100,FALSE,2,249.25,10,1672,39,29,71,18,11,346,173,34,239,279,1503,28,42,10,244,130,75,24,18,1672
MAVS,,NM_001122609.1,NM_001122609.1:966,Endogenous,mRNA,100,FALSE,2,715.3,323,1052,459,642,937,469,323,907,674,603,786,1052,1005,878,330,585,623,708,682,859,759,1025
MBL2,,XM_005619088.3,XM_005619088.3:435,Endogenous,mRNA,100,FALSE,2,68.45,4,597,10,11,8,6,9,18,5,16,9,15,567,10,12,19,8,4,11,17,17,597
MCAM,,XM_022418207.1,XM_022418207.1:1081,Endogenous,mRNA,100,FALSE,2,2427.7,840,5554,2219,4932,4268,2209,2668,2219,1111,2324,1550,2884,1463,2197,840,2006,1437,2167,2037,5554,2812,1657
MDM4,,XM_022415421.1,XM_022415421.1:325,Endogenous,mRNA,100,FALSE,2,1788.45,399,3774,985,2208,2128,631,1500,3774,2309,1378,1853,2110,1312,2814,399,673,1157,1286,1179,3678,2901,1494
MEF2C,,XM_014112231.2,XM_014112231.2:385,Endogenous,mRNA,100,FALSE,2,2430.15,498,5487,3052,3029,2264,5487,838,1247,1683,1898,1404,3565,1320,858,498,4228,5316,3941,1777,2106,2704,1388
MEFV,,XM_005621638.2,XM_005621638.2:1165,Endogenous,mRNA,100,FALSE,2,257.65,17,1383,83,39,129,43,17,383,204,36,342,408,1355,37,36,18,315,170,71,62,22,1383
MERTK,,XM_005630437.3,XM_005630437.3:2735,Endogenous,mRNA,100,FALSE,2,256.2,55,726,87,114,288,217,55,338,180,223,621,248,688,145,101,95,208,173,131,264,222,726
MET,,NM_001002963.1,NM_001002963.1:1823,Endogenous,mRNA,100,FALSE,2,533.35,45,2003,947,115,188,295,45,51,473,279,2003,397,1623,103,192,145,137,384,49,211,1283,1747
MGMT,,NM_001003376.1,NM_001003376.1:251,Endogenous,mRNA,100,FALSE,2,275.35,30,1036,183,118,186,103,30,363,288,127,295,283,912,134,179,101,331,268,239,150,181,1036
MIF,,ENSCAFT00030041867.1,ENSCAFT00030041867.1:131,Endogenous,mRNA,100,FALSE,2,2877.45,1042,4129,2847,3935,4016,4088,1345,2577,1875,2769,2367,4129,1042,2673,1880,3978,3206,3359,2870,4055,3365,1173
MKI67,,XM_014108788.1,XM_014108788.1:2292,Endogenous,mRNA,100,FALSE,2,457.7,30,1225,451,428,972,51,137,594,578,170,571,729,1152,307,30,71,37,55,148,1131,317,1225
MME,,NM_001289066.1,NM_001289066.1:1104,Endogenous,mRNA,100,FALSE,2,341.55,11,2022,217,68,102,115,11,375,272,71,310,387,1848,24,70,41,384,217,109,69,119,2022
MMP1,,XM_546546.2,XM_546546.2:1045,Endogenous,mRNA,100,FALSE,2,273.95,10,1309,229,28,72,11,10,280,134,44,824,300,1250,180,27,204,219,100,47,200,11,1309
MMP9,,NM_001003219.2,NM_001003219.2:319,Endogenous,mRNA,100,FALSE,2,155.35,6,1051,47,8,37,14,6,188,100,13,152,145,993,16,21,34,122,62,43,42,13,1051
MR1,,XM_022421686.1,XM_022421686.1:414,Endogenous,mRNA,100,FALSE,2,226.9,6,1372,58,22,84,31,6,496,192,43,308,245,1183,10,22,20,213,127,56,37,13,1372
MRC1,,XM_005617091.3,XM_005617091.3:2974,Endogenous,mRNA,100,FALSE,2,451.35,103,1964,204,153,235,286,103,603,312,167,466,558,1705,195,200,201,459,388,194,447,187,1964
MS4A1,,NM_001048028.1,NM_001048028.1:128,Endogenous,mRNA,100,FALSE,2,209.15,8,1279,413,17,52,58,13,228,117,26,185,278,1127,8,29,17,169,89,42,20,16,1279
MS4A2,,NM_001003172.2,NM_001003172.2:485,Endogenous,mRNA,100,FALSE,2,245.25,6,1284,65,13,68,35,6,384,236,35,367,476,1235,18,82,10,273,156,108,44,10,1284
MSR1,,XM_843168.1,XM_843168.1:21,Endogenous,mRNA,100,FALSE,2,554.4,142,1840,266,221,747,386,194,801,681,309,501,541,1683,367,142,155,415,337,447,814,241,1840
MST1R,,XM_533823.2,XM_533823.2:2340,Endogenous,mRNA,100,FALSE,2,323.55,83,1420,171,134,303,124,83,512,213,99,292,364,1283,90,136,158,314,292,191,91,201,1420
MTOR,,XM_535407.2,XM_535407.2:7525,Endogenous,mRNA,100,FALSE,2,1518.35,593,2639,846,1989,2639,1435,796,1395,1063,1540,1018,1842,1901,1782,593,1087,1352,1837,1081,1865,2177,2129
MUC1,,NM_001194977.1,NM_001194977.1:1176,Endogenous,mRNA,100,FALSE,2,163.3,3,863,36,60,91,102,3,169,119,56,140,164,828,31,25,68,181,155,81,53,41,863
MX1,,NM_001003134.1,NM_001003134.1:1182,Endogenous,mRNA,100,FALSE,2,1595.75,188,3926,938,1329,1911,1528,966,1322,618,1800,756,2655,1802,3926,188,1066,1406,1128,1132,2515,2832,2097
MYC,,NM_001003246.2,NM_001003246.2:1600,Endogenous,mRNA,100,FALSE,2,1386,230,4025,1105,2357,1043,230,345,3729,863,818,1376,1971,676,4025,535,478,429,619,1778,2704,1962,677
MYD88,,XM_534223.6,XM_534223.6:596,Endogenous,mRNA,100,FALSE,2,790.7,338,1418,860,634,1060,517,338,1111,841,751,729,1017,1346,884,344,396,660,558,640,1051,659,1418
NCAM1,,NM_001010950.1,NM_001010950.1:450,Endogenous,mRNA,100,FALSE,2,4726.35,1159,8208,1159,6778,7967,4635,2315,6404,4527,4014,2458,8208,1318,6025,1660,4535,6264,5601,3856,7934,7477,1392
NCF4,,XM_022424475.1,XM_022424475.1:1078,Endogenous,mRNA,100,FALSE,2,262.3,59,1170,97,98,176,131,59,359,292,85,273,258,1155,118,64,82,236,168,153,174,98,1170
NCR1,,XM_849055.1,XM_849055.1:735,Endogenous,mRNA,100,FALSE,2,211.7,3,1427,51,11,50,19,3,306,122,44,142,227,1293,8,80,10,204,131,75,23,8,1427
NCR3,,XM_843835.5,XM_843835.5:195,Endogenous,mRNA,100,FALSE,2,302.45,14,2000,62,30,84,41,14,417,202,45,342,329,1736,20,122,34,251,162,95,39,24,2000
NDRG1,,NM_001284434.1,NM_001284434.1:570,Endogenous,mRNA,100,FALSE,2,3313.25,645,6651,5245,2748,2480,4030,1541,645,2213,2738,3222,6056,1221,2007,2088,5042,5278,4964,1093,6651,5744,1259
NF1,,NM_001372007.1,NM_001372007.1:1086,Endogenous,mRNA,100,FALSE,2,1270.05,516,2257,556,1562,1702,642,957,2085,1090,828,613,1689,922,2191,516,802,1456,1916,858,1711,2257,1048
NFATC1,,XM_541045.2,XM_541045.2:2105,Endogenous,mRNA,100,FALSE,2,327.35,60,1278,328,179,175,153,60,315,207,182,245,370,1188,76,152,134,369,312,144,181,499,1278
NFATC2,,XM_005635184.1,XM_005635184.1:1315,Endogenous,mRNA,100,FALSE,2,773.1,163,1811,678,1027,663,382,352,822,450,563,718,864,1616,867,163,346,736,567,389,928,1520,1811
NFATC3,,XM_536809.2,XM_536809.2:2630,Endogenous,mRNA,100,FALSE,2,702.2,239,1631,514,547,696,352,239,986,704,404,582,1062,1530,689,297,339,584,698,502,838,850,1631
NFATC4,,XM_005623276.3,XM_005623276.3:2010,Endogenous,mRNA,100,FALSE,2,187,50,1106,55,103,170,73,111,50,61,114,59,120,945,80,66,90,60,107,100,171,99,1106
NFKB1,,NM_001003344.1,NM_001003344.1:1880,Endogenous,mRNA,100,FALSE,2,657.95,195,1718,488,451,796,331,226,652,328,345,1235,1066,1663,512,195,309,563,502,375,754,650,1718
NFKB2,,XM_005637671.3,XM_005637671.3:1230,Endogenous,mRNA,100,FALSE,2,543.85,172,1257,988,442,614,208,357,359,331,304,923,428,1249,659,172,331,242,294,444,821,454,1257
NFKBIA,,XM_537413.6,XM_537413.6:641,Endogenous,mRNA,100,FALSE,2,1378.5,669,2822,1450,753,2822,1804,785,1663,795,1291,2418,1544,1623,1716,669,899,759,758,797,1664,1558,1802
NINJ2,,XM_849609.3,XM_849609.3:353,Endogenous,mRNA,100,FALSE,2,319.4,33,1653,92,107,244,118,33,362,282,111,260,369,1586,92,95,115,272,247,148,95,107,1653
NKG7,,XM_005616240.2,XM_005616240.2:165,Endogenous,mRNA,100,FALSE,2,227.85,18,1274,252,37,58,49,18,302,156,43,165,243,1254,41,73,46,212,139,104,57,34,1274
NLRC5,,XM_014109333.1,XM_014109333.1:2950,Endogenous,mRNA,100,FALSE,2,386.45,48,1421,595,214,240,123,179,598,226,175,368,566,1160,306,48,130,236,189,370,463,122,1421
NLRP3,,XM_843284.4,XM_843284.4:2438,Endogenous,mRNA,100,FALSE,2,263.15,45,1860,71,45,104,71,57,156,111,74,127,133,1695,79,66,79,126,101,107,131,70,1860
NOD1,,XM_005628676.3,XM_005628676.3:2485,Endogenous,mRNA,100,FALSE,2,278.4,100,1146,380,160,211,129,100,107,165,142,242,180,1105,282,112,171,139,138,118,257,284,1146
NOD2,,NM_001287039.1,NM_001287039.1:1145,Endogenous,mRNA,100,FALSE,2,108.2,14,652,28,20,28,26,16,162,71,20,170,120,576,14,22,15,93,63,33,21,14,652
NOS2,,NM_001313848.1,NM_001313848.1:1830,Endogenous,mRNA,100,FALSE,2,416.75,91,1749,336,312,221,226,163,488,387,114,255,418,1645,91,163,165,397,299,310,372,224,1749
NOTCH1,,XM_005625433.1,XM_005625433.1:3623,Endogenous,mRNA,100,FALSE,2,4533,710,18943,2328,7425,18943,1457,3853,6684,1946,3774,2175,3987,986,10707,710,2685,1484,2786,4005,6044,7646,1035
NPNT,,XM_005639244.3,XM_005639244.3:790,Endogenous,mRNA,100,FALSE,2,637.3,110,1520,179,974,110,306,437,817,365,397,275,349,1318,1520,464,323,350,490,893,966,818,1395
NR1H3,,XM_022405466.1,XM_022405466.1:1360,Endogenous,mRNA,100,FALSE,2,859.4,259,1508,759,871,1508,708,861,876,727,837,748,682,1292,932,259,475,914,798,601,901,985,1454
NRAS,,NM_001287065.1,NM_001287065.1:568,Endogenous,mRNA,100,FALSE,2,3366.55,1087,7622,3337,4741,4226,1813,1950,6854,2954,4175,1868,3422,1509,4760,1087,1786,2169,2886,2883,5617,7622,1672
NRP1,,XM_003433694.2,XM_003433694.2:1460,Endogenous,mRNA,100,FALSE,2,966.75,127,1824,807,935,1033,784,444,807,950,1043,1211,1696,1431,547,127,415,1265,1167,515,1824,894,1440
NT5E,,XM_532221.2,XM_532221.2:1325,Endogenous,mRNA,100,FALSE,2,6548.45,782,17061,782,16214,1766,1693,4029,17061,8090,6929,4216,2333,1444,10955,1931,2354,2275,7186,10320,15703,14159,1529
NTRK1,,XM_547525.5,XM_547525.5:1736,Endogenous,mRNA,100,FALSE,2,162.9,3,704,57,25,53,20,3,438,237,39,227,216,584,35,91,11,220,128,132,27,11,704
NUP62,,XM_014118761.2,XM_014118761.2:250,Endogenous,mRNA,100,FALSE,2,447.55,157,1504,238,324,371,265,157,622,321,238,278,470,1294,308,228,182,446,409,448,502,346,1504
OAS2,,NM_001048134.1,NM_001048134.1:1250,Endogenous,mRNA,100,FALSE,2,846.85,121,1760,1353,376,1244,637,629,1101,506,769,858,1292,1561,1264,121,373,518,340,878,971,386,1760
OAS3,,NM_001048091.1,NM_001048091.1:2278,Endogenous,mRNA,100,FALSE,2,648.7,175,1658,440,386,699,193,368,962,560,443,884,1150,1467,863,247,175,409,379,519,570,602,1658
OLIG2,,XM_005638837.3,XM_005638837.3:371,Endogenous,mRNA,100,FALSE,2,437.85,44,828,44,627,795,186,330,437,399,443,553,570,515,531,63,270,239,425,499,421,828,582
OSM,,XM_022410165.1,XM_022410165.1:1533,Endogenous,mRNA,100,FALSE,2,205.4,16,763,100,41,96,76,38,303,196,55,672,299,669,22,227,17,211,135,117,55,16,763
PALB2,,XM_845578.5,XM_845578.5:3335,Endogenous,mRNA,100,FALSE,2,318.7,34,1900,88,174,224,89,34,209,140,139,167,245,1751,192,55,115,129,139,120,263,201,1900
PARP1,,XM_022421711.1,XM_022421711.1:2900,Endogenous,mRNA,100,FALSE,2,2360.7,806,4013,1294,3697,2726,1315,806,4013,2197,1793,2224,2910,1626,3880,1332,1325,2270,2377,2898,3734,3043,1754
PAX5,,XM_849748.1,XM_849748.1:751,Endogenous,mRNA,100,FALSE,2,137.55,8,1063,275,8,30,31,12,69,30,19,50,50,930,12,14,14,52,29,26,20,17,1063
PCNA,,XM_534355.2,XM_534355.2:1010,Endogenous,mRNA,100,FALSE,2,814.45,120,2260,576,675,1484,180,422,1382,1086,456,1216,1231,1090,901,120,224,387,290,364,2260,826,1119
PDCD1,,NM_001314097.1,NM_001314097.1:539,Endogenous,mRNA,100,FALSE,2,229.55,19,1060,276,67,75,55,19,386,174,54,203,184,937,69,231,69,202,207,230,57,36,1060
PDCD1LG2,,XM_847012.5,XM_847012.5:337,Endogenous,mRNA,100,FALSE,2,279.75,40,1979,179,55,127,143,142,123,86,60,49,84,1831,89,40,71,62,57,146,215,57,1979
PDGFC,,XM_022403541.1,XM_022403541.1:320,Endogenous,mRNA,100,FALSE,2,1440.3,317,2509,513,2182,1485,929,771,2130,919,1639,635,1407,1045,2509,317,949,1718,1732,2191,2420,2158,1157
PDGFRA,,XM_005628196.2,XM_005628196.2:2312,Endogenous,mRNA,100,FALSE,2,12777.15,104,45576,500,22234,35507,2379,7779,30668,2475,5343,8401,2149,1763,41671,104,7647,3455,4972,12899,45576,18200,1821
PDGFRB,,NM_001003382.1,NM_001003382.1:410,Endogenous,mRNA,100,FALSE,2,2044.85,700,5694,932,2795,5694,1992,2527,1848,1132,1825,2095,2411,1024,2160,700,1352,1539,1394,1312,4807,2274,1084
PDPN,,NM_001003220.1,NM_001003220.1:630,Endogenous,mRNA,100,FALSE,2,905.05,68,3689,3689,556,1027,1488,358,68,660,939,685,946,1003,788,561,899,649,645,227,866,882,1165
PECAM1,,XM_848326.1,XM_848326.1:1355,Endogenous,mRNA,100,FALSE,2,1331.05,465,3687,933,2199,2944,1371,1720,1263,665,563,1389,1548,1433,1049,622,626,649,465,1180,3687,923,1392
PGR,,NM_001003074.1,NM_001003074.1:2200,Endogenous,mRNA,100,FALSE,2,371.35,13,2255,72,51,98,78,95,455,255,51,428,720,1988,21,45,13,322,197,83,182,18,2255
PIK3C2B,,XM_014111226.2,XM_014111226.2:6200,Endogenous,mRNA,100,FALSE,2,2562.9,432,7297,952,7297,2410,726,1244,5833,2113,2225,1574,2340,1643,4548,432,1008,1531,2330,2450,3854,4799,1949
PIK3C2G,,XM_014108746.2,XM_014108746.2:2538,Endogenous,mRNA,100,FALSE,2,161.3,6,1516,14,24,17,20,7,19,12,6,9,17,1440,11,11,18,17,16,17,22,13,1516
PIK3CA,,XM_545208.2,XM_545208.2:2020,Endogenous,mRNA,100,FALSE,2,1608.5,535,3467,646,1496,2046,904,535,3467,1547,1733,1760,1959,1771,1933,796,851,1396,1849,1623,2184,1911,1763
PIK3CD,,XM_546764.6,XM_546764.6:2995,Endogenous,mRNA,100,FALSE,2,295.5,120,783,283,292,358,252,120,249,362,191,187,305,669,212,143,234,293,280,210,276,211,783
PIK3CG,,XM_005630959.2,XM_005630959.2:3668,Endogenous,mRNA,100,FALSE,2,327.4,69,1170,144,228,290,176,138,437,294,156,301,429,1084,96,120,69,311,222,254,481,148,1170
PIK3R1,,XM_845248.4,XM_845248.4:2656,Endogenous,mRNA,100,FALSE,2,3232.8,1139,8355,1170,2779,8355,2678,1492,6075,1378,4157,2704,5580,1139,5239,1316,2178,3343,3246,1829,4237,4541,1220
PIN1,,XM_542080.5,XM_542080.5:427,Endogenous,mRNA,100,FALSE,2,2014.85,830,3247,1167,2579,2162,2962,922,1717,1420,1922,1436,3060,1368,1976,830,2100,3247,2854,1637,2447,2935,1556
PIP,,XM_845994.5,XM_845994.5:111,Endogenous,mRNA,100,FALSE,2,120.65,17,874,31,50,80,49,23,26,31,26,25,64,788,105,17,62,40,25,26,28,43,874
PLA2G1B,,NM_001003320.1,NM_001003320.1:400,Endogenous,mRNA,100,FALSE,2,200.7,5,961,55,27,75,29,15,291,146,33,393,350,886,13,58,249,239,127,48,14,5,961
PLAU,,NM_001194952.1,NM_001194952.1:772,Endogenous,mRNA,100,FALSE,2,457.15,168,1419,326,599,491,252,374,206,341,249,723,419,1263,302,256,169,168,205,301,774,306,1419
PLAUR,,XM_014119989.2,XM_014119989.2:809,Endogenous,mRNA,100,FALSE,2,345.05,66,1383,558,144,152,128,127,420,224,106,698,286,1322,80,217,66,259,226,214,209,82,1383
PLCG1,,XM_005635060.3,XM_005635060.3:930,Endogenous,mRNA,100,FALSE,2,1866.45,765,3627,765,2303,3206,1081,1364,2277,1804,1272,2083,2042,1424,3627,1313,972,1188,1606,1607,2992,2832,1571
PNMA1,,XM_547896.6,XM_547896.6:1560,Endogenous,mRNA,100,FALSE,2,2567.1,174,6009,1273,2655,1981,5538,174,1098,3511,3163,1575,4753,1421,905,1442,3476,6009,5732,1346,1148,2523,1619
PNOC,,XM_543221.6,XM_543221.6:193,Endogenous,mRNA,100,FALSE,2,223,13,1365,48,72,65,101,13,216,131,32,150,250,1248,159,57,60,211,123,43,76,40,1365
POU2AF1,,XM_005619799.1,XM_005619799.1:756,Endogenous,mRNA,100,FALSE,2,275.5,12,1542,467,12,80,138,35,341,196,45,219,279,1367,17,71,108,256,161,97,44,35,1542
POU2F2,,XM_014120097.1,XM_014120097.1:825,Endogenous,mRNA,100,FALSE,2,280.3,28,1337,149,44,169,79,86,416,211,70,232,359,1250,55,173,28,336,248,207,113,44,1337
PPARG,,NM_001024632.2,NM_001024632.2:1005,Endogenous,mRNA,100,FALSE,2,329.05,49,1693,126,63,181,96,49,574,261,70,368,389,1539,81,77,54,337,214,170,152,87,1693
PPARGC1A,,XM_014112658.2,XM_014112658.2:1633,Endogenous,mRNA,100,FALSE,2,768.95,227,1515,227,1029,742,580,416,849,865,507,558,1027,1284,474,286,783,870,1106,739,575,947,1515
PPBP,,NM_001171772.2,NM_001171772.2:177,Endogenous,mRNA,100,FALSE,2,184.1,9,975,45,26,38,39,9,472,121,29,301,220,936,12,46,12,151,117,85,38,10,975
PRDM1,,XM_539068.2,XM_539068.2:1000,Endogenous,mRNA,100,FALSE,2,271.5,36,1501,172,77,185,97,92,306,209,51,158,231,1322,38,87,36,215,142,217,231,63,1501
PRF1,,XM_005618879.1,XM_005618879.1:1396,Endogenous,mRNA,100,FALSE,2,164.25,19,787,205,46,94,54,19,196,163,49,213,198,720,19,71,41,160,98,68,55,29,787
PRKCD,,NM_001008716.1,NM_001008716.1:1305,Endogenous,mRNA,100,FALSE,2,432.15,97,1005,306,543,360,385,97,188,289,360,203,1005,635,344,158,283,821,803,258,459,377,769
PRKCE,,XM_022424679.1,XM_022424679.1:1050,Endogenous,mRNA,100,FALSE,2,2918.95,550,6109,2088,3150,2307,5195,550,1304,3202,2855,1614,5231,1725,1652,3185,4323,6109,5771,1892,1787,2624,1815
PSMB10,,XM_546869.6,XM_546869.6:433,Endogenous,mRNA,100,FALSE,2,254.6,42,1505,400,77,207,99,79,113,126,80,107,163,1457,119,42,81,63,66,108,123,77,1505
PSMB8,,NM_001048085.1,NM_001048085.1:245,Endogenous,mRNA,100,FALSE,2,363.3,102,738,738,286,432,330,180,419,466,233,188,348,592,518,102,293,190,159,394,560,200,638
PSMB9,,NM_001048086.1,NM_001048086.1:432,Endogenous,mRNA,100,FALSE,2,1536.75,519,2647,1826,1348,1392,1124,700,2221,1858,1420,1757,2387,1544,1852,519,743,1332,1209,2647,1988,1201,1667
PTEN,,NM_001003192.1,NM_001003192.1:721,Endogenous,mRNA,100,FALSE,2,4227.25,1497,6774,1862,5954,6512,4313,1497,5970,3845,4564,3055,5988,1710,4532,2321,3165,4972,5941,4477,6774,5393,1700
PTGDR2,,NM_001048107.1,NM_001048107.1:459,Endogenous,mRNA,100,FALSE,2,286.8,6,1662,64,23,80,55,6,498,319,36,206,350,1543,16,125,17,294,216,160,45,21,1662
PTGER2,,NM_001003170.1,NM_001003170.1:819,Endogenous,mRNA,100,FALSE,2,130.8,3,1306,12,10,7,10,3,8,9,14,9,13,1124,12,10,8,12,4,13,16,16,1306
PTGER4,,NM_001003054.1,NM_001003054.1:1150,Endogenous,mRNA,100,FALSE,2,277.35,57,1358,171,59,260,121,58,325,203,89,337,353,1158,136,134,57,262,166,96,140,64,1358
PTGS2,,NM_001003354.1,NM_001003354.1:1655,Endogenous,mRNA,100,FALSE,2,379.8,26,1880,276,45,107,76,39,715,400,145,564,442,1757,120,112,68,360,190,168,106,26,1880
PTHLH,,NM_001003303.1,NM_001003303.1:280,Endogenous,mRNA,100,FALSE,2,226.75,27,728,65,116,123,85,27,318,275,94,246,403,690,350,51,56,262,199,107,150,190,728
PTK2,,XM_014118699.2,XM_014118699.2:2725,Endogenous,mRNA,100,FALSE,2,4018.45,862,8438,2003,7981,3687,4108,1779,5170,1821,3162,3838,5495,1546,5432,862,4468,4480,4711,3565,8438,6149,1674
PTPRC,,XM_005622278.1,XM_005622278.1:1133,Endogenous,mRNA,100,FALSE,2,471.2,83,1826,601,210,415,176,107,751,339,161,519,505,1635,376,83,132,366,205,174,575,268,1826
PVR,,XM_005616467.3,XM_005616467.3:1111,Endogenous,mRNA,100,FALSE,2,667.7,323,1542,372,509,504,406,390,797,467,387,1308,813,1372,651,544,323,659,545,510,783,472,1542
PYCARD,,XM_014114362.2,XM_014114362.2:261,Endogenous,mRNA,100,FALSE,2,368.25,119,953,202,149,402,331,119,434,397,253,430,483,885,326,163,121,377,325,342,449,224,953
RAD51,,NM_001003043.1,NM_001003043.1:495,Endogenous,mRNA,100,FALSE,2,351.8,41,1729,200,133,448,50,55,517,219,84,349,529,1451,149,45,41,241,163,91,365,177,1729
RAF1,,XM_005632141.1,XM_005632141.1:1860,Endogenous,mRNA,100,FALSE,2,1990.3,520,4412,814,2481,3344,1033,1290,3469,1209,1792,1735,2382,1030,3572,520,1286,1206,1655,1980,3514,4412,1082
RAG2,,XM_005631105.1,XM_005631105.1:921,Endogenous,mRNA,100,FALSE,2,204.1,6,1301,56,16,90,27,6,288,168,25,182,288,1117,14,45,17,218,129,55,27,13,1301
RB1,,XM_534118.2,XM_534118.2:1859,Endogenous,mRNA,100,FALSE,2,1465.3,453,3039,1073,1574,2423,1092,453,1349,1108,1066,1130,3039,1574,1350,892,1125,1838,1916,894,1437,2467,1506
REL,,XM_005626131.1,XM_005626131.1:655,Endogenous,mRNA,100,FALSE,2,353.9,81,1428,416,206,240,197,128,218,206,210,256,297,1370,383,81,139,183,181,131,465,343,1428
RELA,,XM_005631473.2,XM_005631473.2:1007,Endogenous,mRNA,100,FALSE,2,1317.4,390,2301,1112,1689,2301,1080,800,1167,1065,1080,1110,1711,1667,1628,390,1051,911,978,791,1918,2075,1824
RELB,,XM_005616459.2,XM_005616459.2:965,Endogenous,mRNA,100,FALSE,2,167.55,62,464,167,192,123,152,101,95,97,143,115,141,464,162,62,106,122,138,104,198,210,459
RET,,NM_001197099.1,NM_001197099.1:1128,Endogenous,mRNA,100,FALSE,2,390.8,51,1758,51,184,284,245,60,388,410,229,528,390,867,55,1758,99,435,220,224,277,188,924
RIPK2,,XM_005638102.3,XM_005638102.3:592,Endogenous,mRNA,100,FALSE,2,1032.75,221,3839,505,1239,854,356,422,3839,577,652,1468,958,1079,1508,221,433,629,684,729,1768,1554,1180
RORA,,XM_535503.7,XM_535503.7:385,Endogenous,mRNA,100,FALSE,2,938.9,464,1428,597,803,836,1074,464,711,1428,894,734,1414,1171,634,841,997,1022,1333,589,1001,980,1255
RORC,,XM_005630826.3,XM_005630826.3:1150,Endogenous,mRNA,100,FALSE,2,270.4,14,1556,61,45,88,47,14,484,201,50,322,284,1428,26,123,33,223,195,128,52,48,1556
RPS6,,NM_001252170.1,NM_001252170.1:338,Endogenous,mRNA,100,FALSE,2,17659.35,1219,36717,36717,23207,28880,12562,5748,31380,15147,15364,22776,24317,1219,25445,7122,9854,11343,13365,13700,28924,24765,1352
RUNX1,,XM_844282.4,XM_844282.4:568,Endogenous,mRNA,100,FALSE,2,905.55,176,3003,1030,492,742,423,839,1590,498,405,3003,1030,1387,1371,176,303,559,606,570,1084,495,1508
S100A10,,XM_003432257.4,XM_003432257.4:165,Endogenous,mRNA,100,FALSE,2,3496.3,1076,8402,8402,2823,6881,3973,1241,1835,3957,4269,5284,4535,1315,3221,1076,3599,3172,3078,1655,4472,3733,1405
S100A12,,XM_003434905.4,XM_003434905.4:224,Endogenous,mRNA,100,FALSE,2,161.45,21,786,24,49,89,23,53,28,37,67,657,111,727,21,65,199,73,38,30,125,27,786
S100A4,,NM_001003161.1,NM_001003161.1:247,Endogenous,mRNA,100,FALSE,2,739.45,337,1494,1022,379,688,665,425,973,553,511,1324,754,1407,339,346,713,735,700,337,992,432,1494
S100A8,,NM_001146144.1,NM_001146144.1:166,Endogenous,mRNA,100,FALSE,2,362.05,125,980,183,339,374,242,153,174,249,234,679,331,945,283,125,623,165,270,168,452,272,980
S100A9,,XM_005622827.2,XM_005622827.2:460,Endogenous,mRNA,100,FALSE,2,159.85,18,785,47,54,139,36,34,198,104,50,325,176,752,26,34,149,97,61,39,73,18,785
S100B,,XM_022413341.1,XM_022413341.1:236,Endogenous,mRNA,100,FALSE,2,1829.3,254,5104,1926,2436,1725,3701,300,254,1094,1182,1233,2119,568,388,4624,5104,2521,3847,976,900,1085,603
SAA1,,NM_001003050.1,NM_001003050.1:20,Endogenous,mRNA,100,FALSE,2,709.8,81,2339,172,460,451,292,81,619,552,574,1374,2312,899,2339,730,418,511,489,313,400,177,1033
SDC4,,XM_543017.4,XM_543017.4:810,Endogenous,mRNA,100,FALSE,2,2541.35,408,7293,7293,978,1253,2497,408,954,3472,4235,6833,3334,1702,1049,3409,3125,2178,2413,927,1660,1340,1767
SELE,,NM_001003310.2,NM_001003310.2:85,Endogenous,mRNA,100,FALSE,2,181,31,693,113,88,82,67,82,383,182,43,337,204,680,31,44,37,191,121,88,115,39,693
SELL,,XM_537201.5,XM_537201.5:795,Endogenous,mRNA,100,FALSE,2,180.05,27,680,286,55,108,90,27,356,173,48,236,231,638,57,51,40,168,125,82,99,51,680
SELPLG,,NM_001242719.1,NM_001242719.1:529,Endogenous,mRNA,100,FALSE,2,814.35,436,1483,503,567,784,1461,436,839,1063,1012,607,1104,825,493,661,574,1483,757,834,706,703,875
SERPINB2,,XM_014106918.1,XM_014106918.1:1280,Endogenous,mRNA,100,FALSE,2,253.05,6,1529,59,25,91,36,7,427,180,33,238,296,1414,25,79,7,312,182,88,27,6,1529
